NAME                                                                                 VERSION                                             TYPE
python-apt                                                                           2.6.0                                               python
python-apt-common                                                                    2.6.0                                               deb
python-dateutil                                                                      2.8.2                                               python
python3                                                                              3.11.2-1+b1                                         deb
python3-apt                                                                          2.6.0                                               deb
python3-argcomplete                                                                  2.0.0-1                                             deb
python3-attr                                                                         22.2.0-1                                            deb
python3-blinker                                                                      1.5-1                                               deb
python3-bloom                                                                        0.13.0-101                                          deb
python3-cairo                                                                        1.20.1-5+b1                                         deb
python3-catkin-pkg                                                                   1.1.0-101                                           deb
python3-catkin-pkg-modules                                                           1.1.0-2                                             deb
python3-certifi                                                                      2022.9.24-1                                         deb
python3-cffi-backend                                                                 1.15.1-5+b1                                         deb
python3-chardet                                                                      5.1.0+dfsg-2                                        deb
python3-charset-normalizer                                                           3.0.1-2                                             deb
python3-colcon-argcomplete                                                           0.3.3+upstream-1                                    deb
python3-colcon-bash                                                                  0.5.0-100                                           deb
python3-colcon-cd                                                                    0.2.1-100                                           deb
python3-colcon-cmake                                                                 0.2.29-100                                          deb
python3-colcon-common-extensions                                                     0.3.0-100                                           deb
python3-colcon-core                                                                  0.20.1+upstream-1                                   deb
python3-colcon-defaults                                                              0.2.9+upstream-1                                    deb
python3-colcon-devtools                                                              0.3.0-100                                           deb
python3-colcon-library-path                                                          0.2.1-100                                           deb
python3-colcon-metadata                                                              0.2.5-100                                           deb
python3-colcon-mixin                                                                 0.2.3-100                                           deb
python3-colcon-notification                                                          0.3.0-100                                           deb
python3-colcon-output                                                                0.2.13-100                                          deb
python3-colcon-package-information                                                   0.4.0-100                                           deb
python3-colcon-package-selection                                                     0.2.10-100                                          deb
python3-colcon-parallel-executor                                                     0.3.0-100                                           deb
python3-colcon-pkg-config                                                            0.1.0-100                                           deb
python3-colcon-powershell                                                            0.4.0-100                                           deb
python3-colcon-python-setup-py                                                       0.2.9-100                                           deb
python3-colcon-recursive-crawl                                                       0.2.3-100                                           deb
python3-colcon-ros                                                                   0.5.0+upstream-1                                    deb
python3-colcon-test-result                                                           0.3.8-100                                           deb
python3-colcon-zsh                                                                   0.5.0-100                                           deb
python3-coverage                                                                     6.5.0+dfsg1-2+b1                                    deb
python3-cryptography                                                                 38.0.4-3+deb12u1                                    deb
python3-dateutil                                                                     2.8.2-2                                             deb
python3-dbus                                                                         1.3.2-4+b1                                          deb
python3-distlib                                                                      0.3.6-1                                             deb
python3-distro                                                                       1.8.0-1                                             deb
python3-distutils                                                                    3.11.2-3                                            deb
python3-docutils                                                                     0.19+dfsg-6                                         deb
python3-empy                                                                         3.3.4-2                                             deb
python3-flake8                                                                       5.0.4-4                                             deb
python3-flake8-blind-except                                                          0.2.1-1                                             deb
python3-flake8-class-newline                                                         1.6.0-5                                             deb
python3-flake8-deprecated                                                            2.0.1-2                                             deb
python3-gi                                                                           3.42.2-3+b1                                         deb
python3-gi-cairo                                                                     3.42.2-3+b1                                         deb
python3-httplib2                                                                     0.20.4-3                                            deb
python3-ibus-1.0                                                                     1.5.27-5                                            deb
python3-idna                                                                         3.3-1+deb12u1                                       deb
python3-iniconfig                                                                    1.1.1-2                                             deb
python3-jwt                                                                          2.6.0-1                                             deb
python3-lazr.restfulclient                                                           0.14.5-1                                            deb
python3-lazr.uri                                                                     1.0.6-3                                             deb
python3-lib2to3                                                                      3.11.2-3                                            deb
python3-mccabe                                                                       0.7.0-1                                             deb
python3-minimal                                                                      3.11.2-1+b1                                         deb
python3-more-itertools                                                               8.10.0-2                                            deb
python3-mypy                                                                         1.0.1-1                                             deb
python3-mypy-extensions                                                              0.4.3-4                                             deb
python3-notify2                                                                      0.3-5                                               deb
python3-ntp                                                                          1.2.2+dfsg1-1+deb12u1                               deb
python3-oauthlib                                                                     3.2.2-1                                             deb
python3-packaging                                                                    23.0-1                                              deb
python3-pip                                                                          23.0.1+dfsg-1                                       deb
python3-pkg-resources                                                                66.1.1-1+deb12u2                                    deb
python3-pluggy                                                                       1.0.0+repack-1                                      deb
python3-psutil                                                                       5.9.4-1+b1                                          deb
python3-py                                                                           1.11.0-1                                            deb
python3-pycodestyle                                                                  2.10.0-1                                            deb
python3-pyflakes                                                                     2.5.0-1                                             deb
python3-pyparsing                                                                    3.0.9-1                                             deb
python3-pytest                                                                       7.2.1-2                                             deb
python3-pytest-cov                                                                   4.0.0-1                                             deb
python3-pytest-mock                                                                  3.8.2-3                                             deb
python3-pytest-repeat                                                                0.9.1-3                                             deb
python3-pytest-rerunfailures                                                         10.2-2                                              deb
python3-pytest-runner                                                                2.11.1-4                                            deb
python3-pytest-timeout                                                               2.1.0-3                                             deb
python3-requests                                                                     2.28.1+dfsg-1                                       deb
python3-roman                                                                        3.3-3                                               deb
python3-rosdep                                                                       0.26.0-1                                            deb
python3-rosdep-modules                                                               0.26.0-1                                            deb
python3-rosdistro                                                                    1.0.1-100                                           deb
python3-rosdistro-modules                                                            1.0.1-1                                             deb
python3-rospkg-modules                                                               1.6.1-1                                             deb
python3-setuptools                                                                   66.1.1-1+deb12u2                                    deb
python3-six                                                                          1.16.0-4                                            deb
python3-software-properties                                                          0.99.30-4.1~deb12u1                                 deb
python3-typing-extensions                                                            4.4.0-1                                             deb
python3-urllib3                                                                      1.26.12-1+deb12u3                                   deb
python3-vcstool                                                                      0.3.0-1                                             deb
python3-vcstools                                                                     0.1.42-7                                            deb
python3-wadllib                                                                      1.3.6-4                                             deb
python3-wheel                                                                        0.38.4-2                                            deb
python3-yaml                                                                         6.0-3+b2                                            deb
python3.11                                                                           3.11.2-6+deb12u6                                    deb
python3.11-minimal                                                                   3.11.2-6+deb12u6                                    deb
pyyaml                                                                               6.0                                                 python
qdoc-qt5                                                                             5.15.8-2                                            deb
qhelpgenerator-qt5                                                                   5.15.8-2                                            deb
qt3d5-dev                                                                            5.15.8+dfsg-2                                       deb
qt5-assistant                                                                        5.15.8-2                                            deb
qt5-qmake                                                                            5.15.8+dfsg-11+deb12u3                              deb
qt5-qmake-bin                                                                        5.15.8+dfsg-11+deb12u3                              deb
qt5-qmltooling-plugins                                                               5.15.8+dfsg-3                                       deb
qt5keychain-dev                                                                      0.13.2-5                                            deb
qtattributionsscanner-qt5                                                            5.15.8-2                                            deb
qtbase5-dev                                                                          5.15.8+dfsg-11+deb12u3                              deb
qtbase5-dev-tools                                                                    5.15.8+dfsg-11+deb12u3                              deb
qtbase5-doc-dev                                                                      5.15.8+dfsg-11+deb12u3                              deb
qtbase5-private-dev                                                                  5.15.8+dfsg-11+deb12u3                              deb
qtchooser                                                                            66-2                                                deb
qtconnectivity5-dev                                                                  5.15.8-2                                            deb
qtdeclarative5-dev                                                                   5.15.8+dfsg-3                                       deb
qtdeclarative5-dev-tools                                                             5.15.8+dfsg-3                                       deb
qtdeclarative5-doc-dev                                                               5.15.8+dfsg-3                                       deb
qtdeclarative5-private-dev                                                           5.15.8+dfsg-3                                       deb
qtfeedback5-dev                                                                      5.0~git20180903.a14bd0b-5                           deb
qtgstreamer-plugins-qt5                                                              1.2.0-5.2                                           deb
qtkeychain-qt5-dev                                                                   0.13.2-5                                            deb
qtlocation5-dev                                                                      5.15.8+dfsg-3+deb12u1                               deb
qtlocation5-doc-dev                                                                  5.15.8+dfsg-3+deb12u1                               deb
qtmultimedia5-dev                                                                    5.15.8-2                                            deb
qtpdf5-dev                                                                           5.15.13+dfsg-1~deb12u1                              deb
qtpim5-dev                                                                           5.0~git20201102.f9a8f0fc+dfsg1-3                    deb
qtpositioning5-dev                                                                   5.15.8+dfsg-3+deb12u1                               deb
qtquickcontrols2-5-dev                                                               5.15.8+dfsg-2                                       deb
qtquickcontrols2-5-private-dev                                                       5.15.8+dfsg-2                                       deb
qtscript5-dev                                                                        5.15.8+dfsg-2                                       deb
qtsystems5-dev                                                                       5.0~git20190103.e3332ee+dfsg1-5+b1                  deb
qtsystems5-private-dev                                                               5.0~git20190103.e3332ee+dfsg1-5+b1                  deb
qttools5-dev                                                                         5.15.8-2                                            deb
qttools5-dev-tools                                                                   5.15.8-2                                            deb
qttools5-private-dev                                                                 5.15.8-2                                            deb
qtwayland5-private-dev                                                               5.15.8-2                                            deb
qtwebengine5-dev                                                                     5.15.13+dfsg-1~deb12u1                              deb
qtwebengine5-private-dev                                                             5.15.13+dfsg-1~deb12u1                              deb
qv4l2                                                                                1.22.1-5                                            deb
qv4l2-dbgsym                                                                         1.22.1-5                                            deb
qvidcap                                                                              1.22.1-5                                            deb
qvidcap-dbgsym                                                                       1.22.1-5                                            deb
rcconf                                                                               3.2+nmu1                                            deb
read-edid                                                                            3.0.2-1.1                                           deb
readline-common                                                                      8.2-1.3                                             deb
requests                                                                             2.28.1                                              python
resenje.org/singleflight                                                             v0.4.1                                              go-module
resolvconf                                                                           1.91+nmu1                                           deb
rfkill                                                                               2.38.1-5+deb12u3                                    deb
rhythmbox                                                                            3.4.6-2+b1                                          deb
rhythmbox-data                                                                       3.4.6-2                                             deb
rktoolkit                                                                            1.0.0-1                                             deb
rkwifibt-broadcom-firmware                                                           1.0.0-1                                             deb
rkwifibt-dev-tools                                                                   1.0.0-1                                             deb
rkwifibt-dev-tools-dbgsym                                                            1.0.0-1                                             deb
rkwifibt-realtek-firmware                                                            1.0.0-1                                             deb
rockchip-mpp-demos                                                                   1.5.0-1                                             deb
rockchip-mpp-demos-dbgsym                                                            1.5.0-1                                             deb
roman                                                                                3.3                                                 python
ros-build-essential                                                                  1.0.1                                               deb
ros-dev-tools                                                                        1.0.1                                               deb
rosdep                                                                               0.26.0                                              python
rosdep-modules                                                                       0.26.0                                              python
rosdistro                                                                            1.0.1                                               python
rosdistro-modules                                                                    1.0.1                                               python
rospkg-modules                                                                       1.6.1                                               python
rpcsvc-proto                                                                         1.4.3-1                                             deb
rsyslog                                                                              8.2302.0-1+deb12u1                                  deb
rt-tests                                                                             2.4-1                                               deb
rtk_btusb                                                                            3.1.0a23ffd.20230801-094611                         linux-kernel-module
runit-helper                                                                         2.15.2                                              deb
sed                                                                                  4.9-1                                               deb
sensible-utils                                                                       0.0.17+nmu1                                         deb
setuptools                                                                           66.1.1                                              python
sgml-base                                                                            1.31                                                deb
shared-mime-info                                                                     2.2-1                                               deb
sigs.k8s.io/json                                                                     v0.0.0-20221116044647-bc3834ca7abd                  go-module            (+1 duplicate)
sigs.k8s.io/json                                                                     v0.0.0-20241014173422-cfa47c3a1cc8                  go-module
sigs.k8s.io/kustomize/api                                                            v0.20.1                                             go-module
sigs.k8s.io/kustomize/kyaml                                                          v0.20.1                                             go-module
sigs.k8s.io/randfill                                                                 v1.0.0                                              go-module
sigs.k8s.io/structured-merge-diff/v4                                                 v4.1.2                                              go-module
sigs.k8s.io/structured-merge-diff/v4                                                 v4.4.1                                              go-module            (+1 duplicate)
sigs.k8s.io/structured-merge-diff/v6                                                 v6.3.0                                              go-module
sigs.k8s.io/yaml                                                                     v1.2.0                                              go-module
sigs.k8s.io/yaml                                                                     v1.3.0                                              go-module            (+2 duplicates)
sigs.k8s.io/yaml                                                                     v1.6.0                                              go-module
six                                                                                  1.16.0                                              python
software-properties-common                                                           0.99.30-4.1~deb12u1                                 deb
sound-theme-freedesktop                                                              0.8-2                                               deb
sox                                                                                  14.4.2+git20190427-3.5                              deb
sqlite3                                                                              3.40.1-2+deb12u2                                    deb
ssh-import-id                                                                        5.10                                                python
ssh-import-id                                                                        5.10-1                                              deb
startpar                                                                             0.65-1+b1                                           deb
stdlib                                                                               go1.21.10                                           go-module            (+8 duplicates)
stdlib                                                                               go1.21.5                                            go-module            (+4 duplicates)
stdlib                                                                               go1.21.9                                            go-module            (+1 duplicate)
stdlib                                                                               go1.22.2                                            go-module
stdlib                                                                               go1.25.7                                            go-module
stdlib                                                                               go1.26.2                                            go-module
strace                                                                               6.1-0.1                                             deb
stress                                                                               1.0.7-1                                             deb
stress-ng                                                                            0.15.06-2                                           deb
strongswan                                                                           5.9.8-5+deb12u3                                     deb
strongswan-charon                                                                    5.9.8-5+deb12u3                                     deb
strongswan-libcharon                                                                 5.9.8-5+deb12u3                                     deb
strongswan-nm                                                                        5.9.8-5+deb12u3                                     deb
strongswan-starter                                                                   5.9.8-5+deb12u3                                     deb
sudo                                                                                 1.9.13p3-1+deb12u3                                  deb
syft                                                                                 1.42.4                                              deb                  (+1 duplicate)
synaptic                                                                             0.91.3                                              deb
sysstat                                                                              12.6.1-1                                            deb
system-tools-backends                                                                2.10.2-3.1                                          deb
systemd                                                                              252.39-1~deb12u1                                    deb
systemd-sysv                                                                         252.39-1~deb12u1                                    deb
sysv-rc                                                                              3.06-4                                              deb
sysvinit-utils                                                                       3.06-4                                              deb
tags.cncf.io/container-device-interface                                              v0.6.2                                              go-module
tags.cncf.io/container-device-interface                                              v0.7.2                                              go-module
tags.cncf.io/container-device-interface/specs-go                                     v0.7.0                                              go-module
tar                                                                                  1.34+dfsg-1.2+deb12u1                               deb
task-desktop                                                                         3.73                                                deb
task-xfce-desktop                                                                    3.73                                                deb
tasksel                                                                              3.73                                                deb
tasksel-data                                                                         3.73                                                deb
tcl                                                                                  8.6.13                                              deb
tcl8.6                                                                               8.6.13+dfsg-2                                       deb
tftp                                                                                 0.17-25                                             deb
tftp-hpa                                                                             5.2+20150808-1.4                                    deb
thunar                                                                               4.18.4-1                                            deb
thunar-data                                                                          4.18.4-1                                            deb
timgm6mb-soundfont                                                                   1.3-5                                               deb
tk                                                                                   8.6.13                                              deb
tk8.6                                                                                8.6.13-2                                            deb
tnftp                                                                                20210827-4+b1                                       deb
trace-cmd                                                                            3.1.6-1                                             deb
tracker                                                                              3.4.2-1                                             deb
tracker-extract                                                                      3.4.3-1                                             deb
tracker-miner-fs                                                                     3.4.3-1                                             deb
triggerhappy                                                                         0.5.0-1.1+b2                                        deb
trivy                                                                                0.69.3                                              deb                  (+1 duplicate)
typing-extensions                                                                    4.4.0                                               python
tzdata                                                                               2025b-0+deb12u2                                     deb
ucf                                                                                  3.0043+nmu1+deb12u1                                 deb
udev                                                                                 252.39-1~deb12u1                                    deb
udisks2                                                                              2.9.4-4+deb12u2                                     deb
unixodbc-common                                                                      2.3.11-2+deb12u1                                    deb
unzip                                                                                6.0-28                                              deb
upower                                                                               0.99.20-2                                           deb
urllib3                                                                              1.26.12                                             python
usb-modeswitch                                                                       2.6.1-3+b1                                          deb
usb-modeswitch-data                                                                  20191128-5                                          deb
usb.ids                                                                              2025.07.26-0+deb12u1                                deb
usbutils                                                                             1:014-1+deb12u1                                     deb
user-setup                                                                           1.95                                                deb
usr-is-merged                                                                        37~deb12u1                                          deb
util-linux                                                                           2.38.1-5+deb12u3                                    deb
util-linux-extra                                                                     2.38.1-5+deb12u3                                    deb
uuid-dev                                                                             2.38.1-5+deb12u3                                    deb
uuid-runtime                                                                         2.38.1-5+deb12u3                                    deb
v4l-utils                                                                            1.22.1-5                                            deb
v4l-utils-dbgsym                                                                     1.22.1-5                                            deb
vcstool                                                                              0.3.0                                               python
vcstools                                                                             0.1.42                                              python
vim                                                                                  2:9.0.1378-2+deb12u2                                deb
vim-common                                                                           2:9.0.1378-2+deb12u2                                deb
vim-runtime                                                                          2:9.0.1378-2+deb12u2                                deb
vim-tiny                                                                             2:9.0.1378-2+deb12u2                                deb
vpnc                                                                                 0.5.3+git20220927-1                                 deb
vpnc-scripts                                                                         0.1~git20220510-1                                   deb
wadllib                                                                              1.3.6                                               python
wayland-protocols                                                                    1.31-1                                              deb
weston                                                                               10.0.1-1+deb12u1                                    deb
weston-dbgsym                                                                        10.0.1-1+deb12u1                                    deb
wget                                                                                 1.21.3-1+deb12u1                                    deb
wheel                                                                                0.38.4                                              python
whiptail                                                                             0.52.23-1+b1                                        deb
wireless-regdb                                                                       2025.07.10-1~deb12u1                                deb
wireless-tools                                                                       30~pre9-14                                          deb
wireplumber                                                                          0.4.13-1                                            deb
wireplumber-dbgsym                                                                   0.4.13-1                                            deb
wireplumber-doc                                                                      0.4.13-1                                            deb
wmctrl                                                                               1.07-7+b1                                           deb
wpasupplicant                                                                        2:2.10-12+deb12u3                                   deb
x11-apps                                                                             7.7+9                                               deb
x11-common                                                                           1:7.7+23                                            deb
x11-session-utils                                                                    7.7+5                                               deb
x11-utils                                                                            7.7+5                                               deb
x11-xkb-utils                                                                        7.7+7                                               deb
x11-xserver-utils                                                                    7.7+9+b1                                            deb
x11proto-dev                                                                         2022.1-1                                            deb
x11vnc                                                                               0.9.16-9                                            deb
xauth                                                                                1:1.1.2-1                                           deb
xbitmaps                                                                             1.1.1-2.2                                           deb
xdg-dbus-proxy                                                                       0.1.4-3                                             deb
xdg-utils                                                                            1.1.3-4.1                                           deb
xfce4                                                                                4.18                                                deb
xfce4-appfinder                                                                      4.18.0-1                                            deb
xfce4-battery-plugin                                                                 1.1.4-1                                             deb
xfce4-helpers                                                                        4.18.2-1                                            deb
xfce4-panel                                                                          4.18.2-1                                            deb
xfce4-power-manager                                                                  4.18.1-1                                            deb
xfce4-power-manager-data                                                             4.18.1-1                                            deb
xfce4-pulseaudio-plugin                                                              0.4.5-1                                             deb
xfce4-screenshooter                                                                  1.10.3-1                                            deb
xfce4-session                                                                        4.18.1-1                                            deb
xfce4-settings                                                                       4.18.2-1                                            deb
xfconf                                                                               4.18.0-2                                            deb
xfdesktop4                                                                           4.18.1-1                                            deb
